"No.","Time","Source","Destination","Protocol","Length","Info"
"30688","84.156299","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2160, FN=0, Flags=.......TC"
"30692","84.157574","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2173, FN=0, Flags=.......TC"
"30696","84.158632","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2098, FN=0, Flags=.......TC"
"30700","84.165820","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2161, FN=0, Flags=.......TC"
"30704","84.166897","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2174, FN=0, Flags=.......TC"
"30708","84.167991","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2099, FN=0, Flags=.......TC"
"30716","84.268311","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2100, FN=0, Flags=.......TC"
"30718","84.269542","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2162, FN=0, Flags=....R..TC"
"30720","84.270628","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2175, FN=0, Flags=....R..TC"
"30724","84.271704","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2101, FN=0, Flags=.......TC"
"30728","84.274365","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2163, FN=0, Flags=.......TC"
"30732","84.275423","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2176, FN=0, Flags=.......TC"
"30736","84.277139","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2164, FN=0, Flags=.......TC"
"30740","84.278225","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2177, FN=0, Flags=.......TC"
"30746","84.285273","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2178, FN=0, Flags=.......TC"
"30750","84.286350","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2165, FN=0, Flags=.......TC"
"30758","84.388462","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2179, FN=0, Flags=....R..TC"
"30760","84.389530","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2166, FN=0, Flags=....R..TC"
"30762","84.390615","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2102, FN=0, Flags=....R..TC"
"30766","84.393033","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2180, FN=0, Flags=.......TC"
"30774","84.394748","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2103, FN=0, Flags=.......TC"
"30778","84.395924","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2104, FN=0, Flags=.......TC"
"30780","84.397119","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2181, FN=0, Flags=....R..TC"
"30782","84.398223","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2167, FN=0, Flags=....R..TC"
"30788","84.400123","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2168, FN=0, Flags=.......TC"
"30792","84.405313","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2182, FN=0, Flags=.......TC"
"30800","84.508442","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2183, FN=0, Flags=....R..TC"
"30802","84.509709","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2169, FN=0, Flags=....R..TC"
"30804","84.510804","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2105, FN=0, Flags=....R..TC"
"30808","84.517506","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2170, FN=0, Flags=.......TC"
"30812","84.518564","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2184, FN=0, Flags=.......TC"
"30816","84.519866","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2106, FN=0, Flags=.......TC"
"30820","84.520924","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2171, FN=0, Flags=.......TC"
"30824","84.522559","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2185, FN=0, Flags=.......TC"
"30832","84.628306","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2172, FN=0, Flags=.......TC"
"30834","84.629373","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2107, FN=0, Flags=.......TC"
"30836","84.630432","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2186, FN=0, Flags=.......TC"
"30840","84.632372","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2173, FN=0, Flags=.......TC"
"30844","84.635393","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2174, FN=0, Flags=.......TC"
"30848","84.635714","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2175, FN=0, Flags=.......TC"
"30852","84.636790","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2108, FN=0, Flags=.......TC"
"30856","84.639226","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2176, FN=0, Flags=.......TC"
"30860","84.640302","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2187, FN=0, Flags=.......TC"
"30864","84.641694","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2177, FN=0, Flags=.......TC"
"30868","84.644985","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2109, FN=0, Flags=.......TC"
"30876","84.748301","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2188, FN=0, Flags=.......TC"
"30878","84.749360","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2110, FN=0, Flags=.......TC"
"30880","84.750427","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2178, FN=0, Flags=.......TC"
"30884","84.752251","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2179, FN=0, Flags=.......TC"
"30890","84.754138","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2180, FN=0, Flags=.......TC"
"30892","84.755205","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2189, FN=0, Flags=.......TC"
"30896","84.756696","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2190, FN=0, Flags=.......TC"
"30900","84.757871","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2111, FN=0, Flags=.......TC"
"30904","84.761198","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2181, FN=0, Flags=.......TC"
"30908","84.762266","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2191, FN=0, Flags=.......TC"
"30912","84.764530","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2112, FN=0, Flags=.......TC"
"30920","84.868397","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2113, FN=0, Flags=.......TC"
"30922","84.869638","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2182, FN=0, Flags=....R..TC"
"30924","84.870723","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2192, FN=0, Flags=....R..TC"
"30928","84.871260","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2193, FN=0, Flags=.......TC"
"30932","84.872498","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2194, FN=0, Flags=.......TC"
"30936","84.873971","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2195, FN=0, Flags=.......TC"
"30943","84.878459","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2114, FN=0, Flags=.......TC"
"30947","84.881875","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2196, FN=0, Flags=.......TC"
"30951","84.887344","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2115, FN=0, Flags=.......TC"
"30959","84.988302","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2116, FN=0, Flags=.......TC"
"30961","84.989370","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2184, FN=0, Flags=.......TC"
"30965","84.990537","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2185, FN=0, Flags=.......TC"
"30967","84.991595","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2197, FN=0, Flags=.......TC"
"30971","84.992654","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2117, FN=0, Flags=.......TC"
"30975","84.995503","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2186, FN=0, Flags=.......TC"
"30979","84.997084","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2198, FN=0, Flags=.......TC"
"30985","85.002108","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2118, FN=0, Flags=.......TC"
"30989","85.004939","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2187, FN=0, Flags=.......TC"
"30997","85.108319","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2119, FN=0, Flags=.......TC"
"30999","85.109514","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2188, FN=0, Flags=....R..TC"
"31003","85.110276","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2189, FN=0, Flags=.......TC"
"31005","85.111343","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2199, FN=0, Flags=....R..TC"
"31009","85.114373","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2120, FN=0, Flags=.......TC"
"31013","85.119121","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2190, FN=0, Flags=.......TC"
"31017","85.119586","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2191, FN=0, Flags=.......TC"
"31021","85.120771","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2200, FN=0, Flags=.......TC"
"31025","85.121847","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2121, FN=0, Flags=.......TC"
"31033","85.228314","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2122, FN=0, Flags=.......TC"
"31035","85.229527","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2201, FN=0, Flags=....R..TC"
"31037","85.230622","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2192, FN=0, Flags=....R..TC"
"31041","85.231680","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2202, FN=0, Flags=.......TC"
"31045","85.233108","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2193, FN=0, Flags=.......TC"
"31049","85.237109","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2123, FN=0, Flags=.......TC"
"31053","85.238168","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2194, FN=0, Flags=.......TC"
"31061","85.240497","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2124, FN=0, Flags=.......TC"
"31069","85.348414","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2195, FN=0, Flags=.......TC"
"31071","85.349508","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2125, FN=0, Flags=....R..TC"
"31073","85.350585","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2203, FN=0, Flags=....R..TC"
"31077","85.352517","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2204, FN=0, Flags=.......TC"
"31081","85.356959","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2196, FN=0, Flags=.......TC"
"31085","85.358036","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2126, FN=0, Flags=.......TC"
"31089","85.361434","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2205, FN=0, Flags=.......TC"
"31093","85.366282","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2197, FN=0, Flags=.......TC"
"31097","85.367773","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2127, FN=0, Flags=.......TC"
"31105","85.468400","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2206, FN=0, Flags=.......TC"
"31107","85.469503","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2198, FN=0, Flags=....R..TC"
"31109","85.470571","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2128, FN=0, Flags=....R..TC"
"31113","85.471288","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2129, FN=0, Flags=.......TC"
"31117","85.476360","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2199, FN=0, Flags=.......TC"
"31121","85.478490","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2207, FN=0, Flags=.......TC"
"31127","85.482154","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2208, FN=0, Flags=.......TC"
"31131","85.483240","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2200, FN=0, Flags=.......TC"
"31139","85.588303","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2201, FN=0, Flags=.......TC"
"31141","85.589370","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2209, FN=0, Flags=.......TC"
"31143","85.590429","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2130, FN=0, Flags=.......TC"
"31147","85.594853","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2210, FN=0, Flags=.......TC"
"31151","85.596173","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2202, FN=0, Flags=.......TC"
"31155","85.597871","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2131, FN=0, Flags=.......TC"
"31159","85.598947","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2211, FN=0, Flags=.......TC"
"31165","85.603967","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2203, FN=0, Flags=....R..TC"
"31167","85.605035","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2132, FN=0, Flags=....R..TC"
"31171","85.607444","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2212, FN=0, Flags=.......TC"
"31179","85.708312","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2133, FN=0, Flags=.......TC"
"31181","85.709371","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2213, FN=0, Flags=.......TC"
"31185","85.709718","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2214, FN=0, Flags=.......TC"
"31187","85.710777","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2204, FN=0, Flags=.......TC"
"31195","85.717992","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2215, FN=0, Flags=.......TC"
"31197","85.719050","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2134, FN=0, Flags=.......TC"
"31203","85.726747","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2135, FN=0, Flags=.......TC"
"31211","85.828317","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2136, FN=0, Flags=.......TC"
"31213","85.829513","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2216, FN=0, Flags=....R..TC"
"31215","85.830571","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2205, FN=0, Flags=....R..TC"
"31219","85.831639","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2217, FN=0, Flags=.......TC"
"31223","85.835865","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2206, FN=0, Flags=.......TC"
"31227","85.836942","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2137, FN=0, Flags=.......TC"
"31231","85.838028","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2218, FN=0, Flags=.......TC"
"31235","85.839104","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2138, FN=0, Flags=.......TC"
"31239","85.842872","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2207, FN=0, Flags=.......TC"
"31243","85.843948","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2139, FN=0, Flags=.......TC"
"31247","85.845016","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2219, FN=0, Flags=.......TC"
"31255","85.948315","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2220, FN=0, Flags=.......TC"
"31259","85.948959","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2221, FN=0, Flags=.......TC"
"31261","85.950018","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2140, FN=0, Flags=.......TC"
"31265","85.951085","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2222, FN=0, Flags=.......TC"
"31267","85.952144","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2208, FN=0, Flags=.......TC"
"31271","85.953230","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2223, FN=0, Flags=.......TC"
"31275","85.954999","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2224, FN=0, Flags=.......TC"
"31279","85.957021","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2141, FN=0, Flags=.......TC"
"31283","85.960095","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2209, FN=0, Flags=.......TC"
"31287","85.961172","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2225, FN=0, Flags=.......TC"
"31291","85.964985","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2142, FN=0, Flags=.......TC"
"31300","86.068305","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2226, FN=0, Flags=.......TC"
"31304","86.069622","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2227, FN=0, Flags=.......TC"
"31306","86.070690","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2143, FN=0, Flags=....R..TC"
"31308","86.071749","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2210, FN=0, Flags=....R..TC"
"31312","86.072825","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2228, FN=0, Flags=.......TC"
"31316","86.074676","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2229, FN=0, Flags=.......TC"
"31322","86.076996","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2211, FN=0, Flags=....R..TC"
"31324","86.078073","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2230, FN=0, Flags=....R..TC"
"31328","86.079149","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2212, FN=0, Flags=.......TC"
"31332","86.080730","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2144, FN=0, Flags=.......TC"
"31336","86.085514","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2213, FN=0, Flags=.......TC"
"31340","86.086996","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2231, FN=0, Flags=.......TC"
"31348","86.188415","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2232, FN=0, Flags=.......TC"
"31350","86.189474","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2214, FN=0, Flags=....R..TC"
"31352","86.190568","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2145, FN=0, Flags=....R..TC"
"31356","86.193265","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2146, FN=0, Flags=.......TC"
"31360","86.194324","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2233, FN=0, Flags=.......TC"
"31364","86.196714","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2147, FN=0, Flags=.......TC"
"31368","86.197791","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2215, FN=0, Flags=.......TC"
"31372","86.200721","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2234, FN=0, Flags=.......TC"
"31376","86.203022","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2148, FN=0, Flags=.......TC"
"31380","86.207780","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2216, FN=0, Flags=.......TC"
"31388","86.308407","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2149, FN=0, Flags=.......TC"
"31390","86.309519","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2217, FN=0, Flags=....R..TC"
"31392","86.310578","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2235, FN=0, Flags=....R..TC"
"31396","86.311673","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2236, FN=0, Flags=.......TC"
"31400","86.313622","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2237, FN=0, Flags=.......TC"
"31408","86.315604","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2218, FN=0, Flags=.......TC"
"31410","86.316662","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2150, FN=0, Flags=.......TC"
"31412","86.317721","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2238, FN=0, Flags=.......TC"
"31416","86.320544","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2239, FN=0, Flags=.......TC"
"31420","86.324887","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2219, FN=0, Flags=.......TC"
"31424","86.326828","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2151, FN=0, Flags=.......TC"
"31432","86.428299","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2240, FN=0, Flags=.......TC"
"31434","86.429540","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2152, FN=0, Flags=....R..TC"
"31436","86.430625","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2220, FN=0, Flags=....R..TC"
"31440","86.434411","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2241, FN=0, Flags=.......TC"
"31444","86.435910","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2221, FN=0, Flags=.......TC"
"31448","86.438706","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2153, FN=0, Flags=.......TC"
"31454","86.440557","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2242, FN=0, Flags=.......TC"
"31456","86.441624","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2222, FN=0, Flags=.......TC"
"31460","86.448083","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2154, FN=0, Flags=.......TC"
"31468","86.548303","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2243, FN=0, Flags=.......TC"
"31470","86.549371","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2155, FN=0, Flags=.......TC"
"31472","86.550430","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2223, FN=0, Flags=.......TC"
"31476","86.553279","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2156, FN=0, Flags=.......TC"
"31482","86.555346","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2224, FN=0, Flags=.......TC"
"31486","86.556422","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2244, FN=0, Flags=.......TC"
"31488","86.557481","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2157, FN=0, Flags=.......TC"
"31492","86.559611","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2245, FN=0, Flags=.......TC"
"31496","86.563783","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2158, FN=0, Flags=.......TC"
"31500","86.564860","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2225, FN=0, Flags=.......TC"
"31508","86.668412","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2226, FN=0, Flags=.......TC"
"31510","86.669480","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2159, FN=0, Flags=....R..TC"
"31514","86.670547","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2227, FN=0, Flags=.......TC"
"31516","86.671606","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2246, FN=0, Flags=....R..TC"
"31520","86.672664","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2160, FN=0, Flags=.......TC"
"31524","86.675217","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2247, FN=0, Flags=.......TC"
"31528","86.677086","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2161, FN=0, Flags=.......TC"
"31532","86.680340","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2228, FN=0, Flags=.......TC"
"31536","86.681696","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2162, FN=0, Flags=.......TC"
